index,cross_entropy,hyper_params
451,0.4575840187,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.021765010796313555, 'max_depth': -1, 'min_child_samples': 40, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 80, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8465306122448979, 'reg_lambda': 0.06, 'silent': 'warn', 'subsample': 0.8363636363636364, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
652,0.4576452944,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.224411020669055, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 142, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7697959183673468, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.7272727272727273, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': True}"
420,0.4577071237,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.035088846886624975, 'max_depth': -1, 'min_child_samples': 210, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 101, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.5681818181818182, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
797,0.4577307674,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.03579407868300933, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 60, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.48204081632653056, 'reg_lambda': 0.9, 'silent': 'warn', 'subsample': 0.6545454545454545, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
405,0.4577609917,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.09561245816726756, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 135, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6930612244897958, 'reg_lambda': 0.6, 'silent': 'warn', 'subsample': 0.6363636363636365, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
245,0.4578194812,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.15646105791506082, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 139, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2518367346938775, 'reg_lambda': 0.26, 'silent': 'warn', 'subsample': 0.9954545454545455, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
504,0.4578727178,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.08485197035358027, 'max_depth': -1, 'min_child_samples': 50, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 116, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7889795918367346, 'reg_lambda': 0.16, 'silent': 'warn', 'subsample': 0.8272727272727274, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': True}"
314,0.4579315333,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.0309083455890159, 'max_depth': -1, 'min_child_samples': 175, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.34, 'silent': 'warn', 'subsample': 0.8363636363636364, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
101,0.4579977472,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.030299374807115104, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 43, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.06, 'reg_lambda': 0.9, 'silent': 'warn', 'subsample': 0.8181818181818182, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
399,0.458305278,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.10746988267842321, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 93, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.5, 'silent': 'warn', 'subsample': 0.7590909090909091, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
307,0.4584150481,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.022480309520002476, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 51, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.36693877551020404, 'reg_lambda': 0.88, 'silent': 'warn', 'subsample': 0.6545454545454545, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
335,0.4584252602,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.09974219687263623, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 104, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7697959183673468, 'reg_lambda': 0.88, 'silent': 'warn', 'subsample': 0.8681818181818182, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
602,0.4584648437,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.14739406152039702, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 95, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5587755102040816, 'reg_lambda': 0.06, 'silent': 'warn', 'subsample': 0.9636363636363636, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
631,0.458479289,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.08033340557178549, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 126, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 0.5800000000000001, 'silent': 'warn', 'subsample': 0.6636363636363637, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
51,0.4586380492,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.1017468614574569, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 143, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 0.22, 'silent': 'warn', 'subsample': 0.5818181818181819, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
534,0.4587700922,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.14739406152039702, 'max_depth': -1, 'min_child_samples': 170, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 88, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3477551020408163, 'reg_lambda': 0.76, 'silent': 'warn', 'subsample': 0.7681818181818182, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': True}"
904,0.4587711537,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.1552978623904674, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 78, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.52, 'silent': 'warn', 'subsample': 0.8590909090909091, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
793,0.458950741,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.1104509997758717, 'max_depth': -1, 'min_child_samples': 195, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 44, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8081632653061224, 'reg_lambda': 0.66, 'silent': 'warn', 'subsample': 0.6636363636363637, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
649,0.4590090496,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.10908583086033653, 'max_depth': -1, 'min_child_samples': 105, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 76, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5587755102040816, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.9318181818181819, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
439,0.4590783389,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.15035645521541582, 'max_depth': -1, 'min_child_samples': 175, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 106, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5779591836734692, 'reg_lambda': 0.1, 'silent': 'warn', 'subsample': 0.740909090909091, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
440,0.4590882451,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.03346910721317746, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 75, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.36693877551020404, 'reg_lambda': 0.4, 'silent': 'warn', 'subsample': 0.6045454545454546, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
642,0.4590904709,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.08655736431173906, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 34, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.64, 'silent': 'warn', 'subsample': 0.9045454545454545, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
404,0.4593355089,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.02489390388027949, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 35, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9808163265306122, 'reg_lambda': 0.38, 'silent': 'warn', 'subsample': 0.8500000000000001, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
661,0.4594057446,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.08401191523713486, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 43, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8657142857142857, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.7818181818181819, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
24,0.4594254974,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.027158273717863998, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 109, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6930612244897958, 'reg_lambda': 0.78, 'silent': 'warn', 'subsample': 0.8818181818181818, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
743,0.4594452816,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.10073954281543326, 'max_depth': -1, 'min_child_samples': 55, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 51, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3285714285714285, 'reg_lambda': 0.86, 'silent': 'warn', 'subsample': 0.7863636363636364, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
530,0.4594682513,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.10509073299609176, 'max_depth': -1, 'min_child_samples': 185, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 94, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.40530612244897957, 'reg_lambda': 0.86, 'silent': 'warn', 'subsample': 0.6772727272727272, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
634,0.4596736618,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.14484988531198273, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 28, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8081632653061224, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.6727272727272727, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
663,0.4596913731,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.10405030921363283, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 63, 'objective': None, 'random_state': 20231231, 'reg_alpha': 1.0, 'reg_lambda': 0.78, 'silent': 'warn', 'subsample': 0.9590909090909091, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
827,0.4597920792,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.03224335353196163, 'max_depth': -1, 'min_child_samples': 200, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 144, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5779591836734692, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.9590909090909091, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
897,0.4598051748,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03289139529310224, 'max_depth': -1, 'min_child_samples': 210, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 126, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.923265306122449, 'reg_lambda': 0.4, 'silent': 'warn', 'subsample': 0.7272727272727273, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
330,0.4598360597,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.023863193492845453, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 58, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8081632653061224, 'reg_lambda': 0.4, 'silent': 'warn', 'subsample': 0.8590909090909091, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
736,0.4598617984,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.09608929498282867, 'max_depth': -1, 'min_child_samples': 145, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 112, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8081632653061224, 'reg_lambda': 0.02, 'silent': 'warn', 'subsample': 0.8636363636363636, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
989,0.4598986706,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.02992487602728732, 'max_depth': -1, 'min_child_samples': 190, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 104, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.18, 'silent': 'warn', 'subsample': 0.5636363636363637, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
839,0.4599041928,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.08485197035358027, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 142, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.06, 'reg_lambda': 0.7200000000000001, 'silent': 'warn', 'subsample': 0.9818181818181819, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
